Solving multi-robot motion planning problem...
Solving frequency = 1101.32 Hz
Solving frequency = 1102.54 Hz
Solving frequency = 1058.2 Hz
Solving frequency = 477.783 Hz
Solving frequency = 700.28 Hz
Solving frequency = 367.918 Hz
Solving frequency = 489.956 Hz
Solving frequency = 507.872 Hz
Solving frequency = 490.677 Hz
Solving frequency = 491.159 Hz
Solving frequency = 407 Hz
Solving frequency = 464.253 Hz
Solving frequency = 367.512 Hz
Solving frequency = 357.27 Hz
Solving frequency = 516.262 Hz
Solving frequency = 339.674 Hz
Solving frequency = 392.927 Hz
Solving frequency = 543.774 Hz
Solving frequency = 1085.78 Hz
Solving frequency = 389.712 Hz
Solving frequency = 384.763 Hz
Solving frequency = 508.906 Hz
Solving frequency = 373.274 Hz
Solving frequency = 472.59 Hz
Solving frequency = 377.074 Hz
Solving frequency = 497.512 Hz
Solving frequency = 367.242 Hz
Solving frequency = 397.141 Hz
Solving frequency = 514.403 Hz
Solving frequency = 382.409 Hz
Solving frequency = 374.953 Hz
Solving frequency = 392.619 Hz
Solving frequency = 449.236 Hz
Solving frequency = 379.651 Hz
Solving frequency = 374.672 Hz
Solving frequency = 353.732 Hz
Solving frequency = 467.071 Hz
Solving frequency = 420.698 Hz
Solving frequency = 368.596 Hz
Solving frequency = 402.253 Hz
Solving frequency = 450.248 Hz
Solving frequency = 345.185 Hz
Solving frequency = 361.664 Hz
Solving frequency = 364.564 Hz
Solving frequency = 509.424 Hz
Solving frequency = 360.881 Hz
Solving frequency = 409.5 Hz
Solving frequency = 421.585 Hz
Solving frequency = 423.729 Hz
Solving frequency = 426.985 Hz
Solving frequency = 426.621 Hz
Solving frequency = 513.611 Hz
Solving frequency = 387.147 Hz
Solving frequency = 416.84 Hz
Solving frequency = 396.354 Hz
Solving frequency = 385.208 Hz
Solving frequency = 428.266 Hz
Solving frequency = 528.821 Hz
Solving frequency = 407.332 Hz
Solving frequency = 339.213 Hz
Solving frequency = 440.917 Hz
Solving frequency = 356.633 Hz
Solving frequency = 306.466 Hz
Solving frequency = 432.9 Hz
Solving frequency = 517.866 Hz
Solving frequency = 258.331 Hz
Solving frequency = 422.119 Hz
Solving frequency = 521.921 Hz
Solving frequency = 418.06 Hz
Solving frequency = 495.05 Hz
Solving frequency = 514.933 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
