Solving multi-robot motion planning problem...
Solving frequency = 341.064 Hz
Solving frequency = 279.33 Hz
Solving frequency = 277.239 Hz
Solving frequency = 254.777 Hz
Solving frequency = 237.53 Hz
Solving frequency = 261.917 Hz
Solving frequency = 400.641 Hz
Solving frequency = 370.508 Hz
Solving frequency = 372.439 Hz
Solving frequency = 302.663 Hz
Solving frequency = 330.907 Hz
Solving frequency = 252.972 Hz
Solving frequency = 349.284 Hz
Solving frequency = 307.787 Hz
Solving frequency = 293.341 Hz
Solving frequency = 309.023 Hz
Solving frequency = 337.496 Hz
Solving frequency = 338.066 Hz
Solving frequency = 288.6 Hz
Solving frequency = 288.684 Hz
Solving frequency = 308.737 Hz
Solving frequency = 263.158 Hz
Solving frequency = 248.262 Hz
Solving frequency = 306.654 Hz
Solving frequency = 279.408 Hz
Solving frequency = 295.247 Hz
Solving frequency = 270.416 Hz
Solving frequency = 327.976 Hz
Solving frequency = 269.107 Hz
Solving frequency = 291.46 Hz
Solving frequency = 295.334 Hz
Solving frequency = 274.65 Hz
Solving frequency = 298.507 Hz
Solving frequency = 273.673 Hz
Solving frequency = 288.018 Hz
Solving frequency = 249.128 Hz
Solving frequency = 262.261 Hz
Solving frequency = 298.597 Hz
Solving frequency = 268.889 Hz
Solving frequency = 244.021 Hz
Solving frequency = 300.21 Hz
Solving frequency = 280.899 Hz
Solving frequency = 267.738 Hz
Solving frequency = 334.448 Hz
Solving frequency = 285.796 Hz
Solving frequency = 307.314 Hz
Solving frequency = 268.528 Hz
Solving frequency = 253.036 Hz
Solving frequency = 266.383 Hz
Solving frequency = 279.564 Hz
Solving frequency = 304.971 Hz
Solving frequency = 271.887 Hz
Solving frequency = 247.525 Hz
Solving frequency = 273.673 Hz
Solving frequency = 296.824 Hz
Solving frequency = 286.615 Hz
Solving frequency = 310.078 Hz
Solving frequency = 318.573 Hz
Solving frequency = 317.965 Hz
Solving frequency = 287.274 Hz
Solving frequency = 262.398 Hz
Solving frequency = 300.03 Hz
Solving frequency = 265.322 Hz
Solving frequency = 300.391 Hz
Solving frequency = 336.022 Hz
Solving frequency = 257.069 Hz
Solving frequency = 265.393 Hz
Solving frequency = 204.207 Hz
Solving frequency = 269.978 Hz
Solving frequency = 267.523 Hz
Solving frequency = 238.209 Hz
Solving frequency = 295.596 Hz
Solving frequency = 320.616 Hz
Solving frequency = 262.261 Hz
Solving frequency = 288.684 Hz
Solving frequency = 277.239 Hz
Solving frequency = 294.724 Hz
Solving frequency = 278.242 Hz
Solving frequency = 243.665 Hz
Solving frequency = 288.351 Hz
Solving frequency = 347.343 Hz
Solving frequency = 313.381 Hz
Solving frequency = 226.809 Hz
Solving frequency = 263.574 Hz
Solving frequency = 254.194 Hz
Solving frequency = 272.777 Hz
Solving frequency = 286.779 Hz
Solving frequency = 421.053 Hz
Solving frequency = 399.042 Hz
Solving frequency = 337.268 Hz
Solving frequency = 272.109 Hz
Solving frequency = 286.944 Hz
Solving frequency = 338.066 Hz
Solving frequency = 264.131 Hz
Solving frequency = 299.133 Hz
Solving frequency = 247.77 Hz
Solving frequency = 278.087 Hz
Solving frequency = 283.447 Hz
Solving frequency = 280.348 Hz
Solving frequency = 280.348 Hz
Solving frequency = 235.96 Hz
Solving frequency = 288.018 Hz
Solving frequency = 255.428 Hz
Solving frequency = 254.388 Hz
Solving frequency = 260.688 Hz
Solving frequency = 268.889 Hz
Solving frequency = 262.192 Hz
Solving frequency = 361.795 Hz
Solving frequency = 393.391 Hz
Solving frequency = 303.582 Hz
Solving frequency = 267.594 Hz
Solving frequency = 293.686 Hz
Solving frequency = 248.262 Hz
Solving frequency = 274.725 Hz
Solving frequency = 265.463 Hz
Solving frequency = 261.165 Hz
Solving frequency = 227.066 Hz
Solving frequency = 251.953 Hz
Solving frequency = 280.348 Hz
Solving frequency = 262.329 Hz
Solving frequency = 257.732 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
