Solving multi-robot motion planning problem...
Solving frequency = 297.974 Hz
Solving frequency = 288.018 Hz
Solving frequency = 284.091 Hz
Solving frequency = 283.126 Hz
Solving frequency = 281.611 Hz
Solving frequency = 287.522 Hz
Solving frequency = 386.548 Hz
Solving frequency = 385.208 Hz
Solving frequency = 304.136 Hz
Solving frequency = 377.074 Hz
Solving frequency = 301.296 Hz
Solving frequency = 195.963 Hz
Solving frequency = 303.582 Hz
Solving frequency = 298.954 Hz
Solving frequency = 207.857 Hz
Solving frequency = 328.515 Hz
Solving frequency = 225.632 Hz
Solving frequency = 219.394 Hz
Solving frequency = 211.104 Hz
Solving frequency = 238.777 Hz
Solving frequency = 208.812 Hz
Solving frequency = 210.305 Hz
Solving frequency = 207.987 Hz
Solving frequency = 210.217 Hz
Solving frequency = 284.657 Hz
Solving frequency = 280.112 Hz
Solving frequency = 283.206 Hz
Solving frequency = 248.942 Hz
Solving frequency = 320.513 Hz
Solving frequency = 209.952 Hz
Solving frequency = 291.29 Hz
Solving frequency = 189.789 Hz
Solving frequency = 266.667 Hz
Solving frequency = 224.517 Hz
Solving frequency = 233.809 Hz
Solving frequency = 212.044 Hz
Solving frequency = 209.336 Hz
Solving frequency = 207.641 Hz
Solving frequency = 200.361 Hz
Solving frequency = 212.721 Hz
Solving frequency = 212.993 Hz
Solving frequency = 200.16 Hz
Solving frequency = 226.193 Hz
Solving frequency = 176.585 Hz
Solving frequency = 220.556 Hz
Solving frequency = 230.84 Hz
Solving frequency = 212.902 Hz
Solving frequency = 200.28 Hz
Solving frequency = 177.651 Hz
Solving frequency = 371.058 Hz
Solving frequency = 180.05 Hz
Solving frequency = 187.652 Hz
Solving frequency = 296.824 Hz
Solving frequency = 283.366 Hz
Solving frequency = 327.869 Hz
Solving frequency = 342.7 Hz
Solving frequency = 298.775 Hz
Solving frequency = 330.907 Hz
Solving frequency = 410.678 Hz
Solving frequency = 407.997 Hz
Solving frequency = 423.908 Hz
Solving frequency = 385.208 Hz
Solving frequency = 304.692 Hz
Solving frequency = 363.901 Hz
Solving frequency = 300.12 Hz
Solving frequency = 284.414 Hz
Solving frequency = 296.736 Hz
Solving frequency = 283.688 Hz
Solving frequency = 286.123 Hz
Solving frequency = 373.692 Hz
Solving frequency = 304.878 Hz
Solving frequency = 229.938 Hz
Solving frequency = 337.268 Hz
Solving frequency = 295.946 Hz
Solving frequency = 296.296 Hz
Solving frequency = 277.624 Hz
Solving frequency = 323.52 Hz
Solving frequency = 245.098 Hz
Solving frequency = 431.034 Hz
Solving frequency = 332.779 Hz
Solving frequency = 384.172 Hz
Solving frequency = 401.768 Hz
Solving frequency = 415.628 Hz
Solving frequency = 417.362 Hz
Solving frequency = 376.932 Hz
Solving frequency = 304.136 Hz
Solving frequency = 295.858 Hz
Solving frequency = 362.45 Hz
Solving frequency = 305.53 Hz
Solving frequency = 285.063 Hz
Solving frequency = 377.786 Hz
Solving frequency = 288.184 Hz
Solving frequency = 382.555 Hz
Solving frequency = 301.932 Hz
Solving frequency = 289.101 Hz
Solving frequency = 385.208 Hz
Solving frequency = 354.862 Hz
Solving frequency = 245.339 Hz
Solving frequency = 247.402 Hz
Solving frequency = 215.703 Hz
Solving frequency = 315.956 Hz
Solving frequency = 299.85 Hz
Solving frequency = 381.825 Hz
Solving frequency = 297 Hz
Solving frequency = 290.107 Hz
Solving frequency = 286.451 Hz
Solving frequency = 234.852 Hz
Solving frequency = 225.683 Hz
Solving frequency = 217.439 Hz
Solving frequency = 214.179 Hz
Solving frequency = 213.995 Hz
Solving frequency = 213.311 Hz
Solving frequency = 271.223 Hz
Solving frequency = 221.043 Hz
Solving frequency = 218.341 Hz
Solving frequency = 212.314 Hz
Solving frequency = 246.853 Hz
Solving frequency = 220.897 Hz
Solving frequency = 216.076 Hz
Solving frequency = 214.823 Hz
Solving frequency = 320.41 Hz
Solving frequency = 283.849 Hz
Solving frequency = 213.174 Hz
Solving frequency = 286.615 Hz
Solving frequency = 255.232 Hz
Solving frequency = 222.469 Hz
Solving frequency = 297.53 Hz
Solving frequency = 213.995 Hz
Solving frequency = 213.038 Hz
Solving frequency = 225.938 Hz
Solving frequency = 205.592 Hz
Solving frequency = 273.598 Hz
Solving frequency = 200.965 Hz
Solving frequency = 283.126 Hz
Solving frequency = 206.868 Hz
Solving frequency = 303.859 Hz
Solving frequency = 205.55 Hz
Solving frequency = 209.336 Hz
Solving frequency = 206.954 Hz
Solving frequency = 199.084 Hz
Solving frequency = 213.721 Hz
Solving frequency = 215.703 Hz
Solving frequency = 225.276 Hz
Solving frequency = 232.612 Hz
Solving frequency = 215.054 Hz
Solving frequency = 213.402 Hz
Solving frequency = 212.766 Hz
Solving frequency = 212.224 Hz
Solving frequency = 238.379 Hz
Solving frequency = 227.531 Hz
Solving frequency = 218.388 Hz
Solving frequency = 213.356 Hz
Solving frequency = 215.193 Hz
Solving frequency = 210.04 Hz
Solving frequency = 224.014 Hz
Solving frequency = 236.407 Hz
Solving frequency = 224.568 Hz
Solving frequency = 220.167 Hz
Solving frequency = 192.308 Hz
Solving frequency = 229.41 Hz
Solving frequency = 218.627 Hz
Solving frequency = 214.777 Hz
Solving frequency = 212.54 Hz
Solving frequency = 216.216 Hz
Solving frequency = 188.005 Hz
Solving frequency = 278.242 Hz
Solving frequency = 225.378 Hz
Solving frequency = 199.681 Hz
Solving frequency = 222.42 Hz
Solving frequency = 214.408 Hz
Solving frequency = 217.439 Hz
Solving frequency = 211.999 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
