Solving multi-robot motion planning problem...
Solving frequency = 506.842 Hz
Solving frequency = 376.506 Hz
Solving frequency = 394.789 Hz
Solving frequency = 507.872 Hz
Solving frequency = 402.739 Hz
Solving frequency = 412.882 Hz
Solving frequency = 403.877 Hz
Solving frequency = 513.611 Hz
Solving frequency = 729.395 Hz
Solving frequency = 472.144 Hz
Solving frequency = 1029.87 Hz
Solving frequency = 1013.17 Hz
Solving frequency = 452.284 Hz
Solving frequency = 435.161 Hz
Solving frequency = 363.24 Hz
Solving frequency = 353.107 Hz
Solving frequency = 411.353 Hz
Solving frequency = 338.066 Hz
Solving frequency = 448.029 Hz
Solving frequency = 606.428 Hz
Solving frequency = 468.823 Hz
Solving frequency = 407.166 Hz
Solving frequency = 506.586 Hz
Solving frequency = 381.388 Hz
Solving frequency = 379.939 Hz
Solving frequency = 498.753 Hz
Solving frequency = 381.679 Hz
Solving frequency = 383.142 Hz
Solving frequency = 470.81 Hz
Solving frequency = 382.702 Hz
Solving frequency = 461.894 Hz
Solving frequency = 453.926 Hz
Solving frequency = 356.633 Hz
Solving frequency = 486.381 Hz
Solving frequency = 356.888 Hz
Solving frequency = 391.236 Hz
Solving frequency = 384.025 Hz
Solving frequency = 337.724 Hz
Solving frequency = 372.856 Hz
Solving frequency = 406.009 Hz
Solving frequency = 420.168 Hz
Solving frequency = 484.496 Hz
Solving frequency = 381.534 Hz
Solving frequency = 424.448 Hz
Solving frequency = 454.133 Hz
Solving frequency = 506.329 Hz
Solving frequency = 399.84 Hz
Solving frequency = 789.889 Hz
Solving frequency = 408.497 Hz
Solving frequency = 466.418 Hz
Solving frequency = 474.608 Hz
Solving frequency = 424.989 Hz
Solving frequency = 414.079 Hz
Solving frequency = 624.22 Hz
Solving frequency = 415.11 Hz
Solving frequency = 506.073 Hz
Solving frequency = 375.94 Hz
Solving frequency = 392.157 Hz
Solving frequency = 280.82 Hz
Solving frequency = 517.063 Hz
Solving frequency = 334.113 Hz
Solving frequency = 420.521 Hz
Solving frequency = 470.588 Hz
Solving frequency = 437.254 Hz
Solving frequency = 431.779 Hz
Solving frequency = 398.248 Hz
Solving frequency = 409.165 Hz
Solving frequency = 521.921 Hz
Solving frequency = 402.253 Hz
Solving frequency = 405.022 Hz
Solving frequency = 422.119 Hz
Solving frequency = 429.185 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
