Solving multi-robot motion planning problem...
Solving frequency = 498.256 Hz
Solving frequency = 480.538 Hz
Solving frequency = 516.529 Hz
Solving frequency = 534.759 Hz
Solving frequency = 485.909 Hz
Solving frequency = 516.529 Hz
Solving frequency = 486.145 Hz
Solving frequency = 508.647 Hz
Solving frequency = 517.598 Hz
Solving frequency = 461.894 Hz
Solving frequency = 477.327 Hz
Solving frequency = 475.059 Hz
Solving frequency = 566.893 Hz
Solving frequency = 1021.45 Hz
Solving frequency = 416.667 Hz
Solving frequency = 651.042 Hz
Solving frequency = 752.445 Hz
Solving frequency = 427.899 Hz
Solving frequency = 431.406 Hz
Solving frequency = 499.002 Hz
Solving frequency = 480.307 Hz
Solving frequency = 550.964 Hz
Solving frequency = 509.944 Hz
Solving frequency = 491.4 Hz
Solving frequency = 438.789 Hz
Solving frequency = 448.632 Hz
Solving frequency = 474.158 Hz
Solving frequency = 453.309 Hz
Solving frequency = 451.264 Hz
Solving frequency = 451.06 Hz
Solving frequency = 451.875 Hz
Solving frequency = 455.789 Hz
Solving frequency = 452.694 Hz
Solving frequency = 453.721 Hz
Solving frequency = 435.35 Hz
Solving frequency = 449.843 Hz
Solving frequency = 436.11 Hz
Solving frequency = 441.112 Hz
Solving frequency = 441.112 Hz
Solving frequency = 456.621 Hz
Solving frequency = 462.535 Hz
Solving frequency = 461.894 Hz
Solving frequency = 441.891 Hz
Solving frequency = 491.4 Hz
Solving frequency = 436.3 Hz
Solving frequency = 468.384 Hz
Solving frequency = 482.393 Hz
Solving frequency = 489.476 Hz
Solving frequency = 480.769 Hz
Solving frequency = 488.281 Hz
Solving frequency = 498.256 Hz
Solving frequency = 521.921 Hz
Solving frequency = 512.033 Hz
Solving frequency = 491.159 Hz
Solving frequency = 511.771 Hz
Solving frequency = 499.75 Hz
Solving frequency = 354.233 Hz
Solving frequency = 508.906 Hz
Solving frequency = 489.716 Hz
Solving frequency = 478.011 Hz
Solving frequency = 415.8 Hz
Solving frequency = 403.226 Hz
Solving frequency = 413.907 Hz
Solving frequency = 439.367 Hz
Solving frequency = 484.731 Hz
Solving frequency = 471.254 Hz
Solving frequency = 333.778 Hz
Solving frequency = 505.306 Hz
Solving frequency = 523.56 Hz
Solving frequency = 500.751 Hz
Solving frequency = 525.21 Hz
Solving frequency = 529.101 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
