Solving multi-robot motion planning problem...
Solving frequency = 216.029 Hz
Solving frequency = 201.816 Hz
Solving frequency = 222.37 Hz
Solving frequency = 215.517 Hz
Solving frequency = 212.179 Hz
Solving frequency = 270.783 Hz
Solving frequency = 210.482 Hz
Solving frequency = 171.615 Hz
Solving frequency = 219.635 Hz
Solving frequency = 210.172 Hz
Solving frequency = 212.224 Hz
Solving frequency = 208.899 Hz
Solving frequency = 300.21 Hz
Solving frequency = 211.909 Hz
Solving frequency = 294.464 Hz
Solving frequency = 206.911 Hz
Solving frequency = 284.657 Hz
Solving frequency = 291.886 Hz
Solving frequency = 191.755 Hz
Solving frequency = 219.346 Hz
Solving frequency = 210.748 Hz
Solving frequency = 216.591 Hz
Solving frequency = 298.507 Hz
Solving frequency = 207.254 Hz
Solving frequency = 200.803 Hz
Solving frequency = 214.777 Hz
Solving frequency = 212.811 Hz
Solving frequency = 213.584 Hz
Solving frequency = 213.311 Hz
Solving frequency = 188.359 Hz
Solving frequency = 217.675 Hz
Solving frequency = 219.635 Hz
Solving frequency = 211.64 Hz
Solving frequency = 266.738 Hz
Solving frequency = 329.164 Hz
Solving frequency = 193.274 Hz
Solving frequency = 214.133 Hz
Solving frequency = 213.584 Hz
Solving frequency = 207.727 Hz
Solving frequency = 207.469 Hz
Solving frequency = 214.225 Hz
Solving frequency = 212.269 Hz
Solving frequency = 219.106 Hz
Solving frequency = 207.125 Hz
Solving frequency = 300.3 Hz
Solving frequency = 209.074 Hz
Solving frequency = 211.372 Hz
Solving frequency = 210.748 Hz
Solving frequency = 213.083 Hz
Solving frequency = 210.571 Hz
Solving frequency = 174.186 Hz
Solving frequency = 203.749 Hz
Solving frequency = 206.612 Hz
Solving frequency = 206.612 Hz
Solving frequency = 236.239 Hz
Solving frequency = 237.756 Hz
Solving frequency = 394.945 Hz
Solving frequency = 361.664 Hz
Solving frequency = 224.065 Hz
Solving frequency = 234.852 Hz
Solving frequency = 209.732 Hz
Solving frequency = 220.022 Hz
Solving frequency = 263.713 Hz
Solving frequency = 221.877 Hz
Solving frequency = 308.356 Hz
Solving frequency = 228.206 Hz
Solving frequency = 225.989 Hz
Solving frequency = 215.008 Hz
Solving frequency = 202.84 Hz
Solving frequency = 215.146 Hz
Solving frequency = 215.75 Hz
Solving frequency = 211.954 Hz
Solving frequency = 214.546 Hz
Solving frequency = 178.508 Hz
Solving frequency = 296.912 Hz
Solving frequency = 206.825 Hz
Solving frequency = 407 Hz
Solving frequency = 304.692 Hz
Solving frequency = 393.082 Hz
Solving frequency = 302.389 Hz
Solving frequency = 381.243 Hz
Solving frequency = 294.118 Hz
Solving frequency = 382.555 Hz
Solving frequency = 266.738 Hz
Solving frequency = 323.834 Hz
Solving frequency = 209.205 Hz
Solving frequency = 392.619 Hz
Solving frequency = 306.279 Hz
Solving frequency = 206.058 Hz
Solving frequency = 218.484 Hz
Solving frequency = 216.263 Hz
Solving frequency = 209.996 Hz
Solving frequency = 213.63 Hz
Solving frequency = 186.916 Hz
Solving frequency = 224.266 Hz
Solving frequency = 174.004 Hz
Solving frequency = 206.058 Hz
Solving frequency = 219.25 Hz
Solving frequency = 215.054 Hz
Solving frequency = 211.595 Hz
Solving frequency = 293.083 Hz
Solving frequency = 261.37 Hz
Solving frequency = 314.465 Hz
Solving frequency = 290.107 Hz
Solving frequency = 383.289 Hz
Solving frequency = 214.133 Hz
Solving frequency = 212.45 Hz
Solving frequency = 212.902 Hz
Solving frequency = 215.332 Hz
Solving frequency = 211.64 Hz
Solving frequency = 214.454 Hz
Solving frequency = 233.863 Hz
Solving frequency = 345.781 Hz
Solving frequency = 299.581 Hz
Solving frequency = 220.946 Hz
Solving frequency = 367.647 Hz
Solving frequency = 303.674 Hz
Solving frequency = 372.856 Hz
Solving frequency = 308.547 Hz
Solving frequency = 290.698 Hz
Solving frequency = 224.568 Hz
Solving frequency = 222.717 Hz
Solving frequency = 222.321 Hz
Solving frequency = 216.216 Hz
Solving frequency = 209.293 Hz
Solving frequency = 306.185 Hz
Solving frequency = 184.775 Hz
Solving frequency = 193.798 Hz
Solving frequency = 204.625 Hz
Solving frequency = 208.117 Hz
Solving frequency = 307.692 Hz
Solving frequency = 375.235 Hz
Solving frequency = 211.372 Hz
Solving frequency = 209.03 Hz
Solving frequency = 196.464 Hz
Solving frequency = 467.946 Hz
Solving frequency = 211.015 Hz
Solving frequency = 211.461 Hz
Solving frequency = 211.64 Hz
Solving frequency = 209.512 Hz
Solving frequency = 193.911 Hz
Solving frequency = 239.464 Hz
Solving frequency = 221.976 Hz
Solving frequency = 218.103 Hz
Solving frequency = 261.575 Hz
Solving frequency = 216.31 Hz
Solving frequency = 216.591 Hz
Solving frequency = 214.546 Hz
Solving frequency = 216.873 Hz
Solving frequency = 201.41 Hz
Solving frequency = 309.023 Hz
Solving frequency = 238.777 Hz
Solving frequency = 227.118 Hz
Solving frequency = 311.333 Hz
Solving frequency = 236.463 Hz
Solving frequency = 191.902 Hz
Solving frequency = 243.309 Hz
Solving frequency = 238.209 Hz
Solving frequency = 356.125 Hz
Solving frequency = 245.58 Hz
Solving frequency = 440.917 Hz
Solving frequency = 230.256 Hz
Solving frequency = 227.273 Hz
Solving frequency = 314.564 Hz
Solving frequency = 215.008 Hz
Solving frequency = 233.973 Hz
Solving frequency = 226.347 Hz
Solving frequency = 308.737 Hz
Solving frequency = 386.399 Hz
Solving frequency = 301.841 Hz
Solving frequency = 193.461 Hz
Solving frequency = 318.471 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
