Solving multi-robot motion planning problem...
Solving frequency = 186.567 Hz
Solving frequency = 202.922 Hz
Solving frequency = 222.816 Hz
Solving frequency = 205.212 Hz
Solving frequency = 202.143 Hz
Solving frequency = 218.007 Hz
Solving frequency = 207.814 Hz
Solving frequency = 223.914 Hz
Solving frequency = 213.904 Hz
Solving frequency = 204.625 Hz
Solving frequency = 209.688 Hz
Solving frequency = 202.347 Hz
Solving frequency = 215.332 Hz
Solving frequency = 215.936 Hz
Solving frequency = 219.539 Hz
Solving frequency = 217.581 Hz
Solving frequency = 309.885 Hz
Solving frequency = 291.971 Hz
Solving frequency = 188.893 Hz
Solving frequency = 219.635 Hz
Solving frequency = 214.179 Hz
Solving frequency = 218.771 Hz
Solving frequency = 233.918 Hz
Solving frequency = 247.28 Hz
Solving frequency = 255.689 Hz
Solving frequency = 222.173 Hz
Solving frequency = 209.205 Hz
Solving frequency = 218.388 Hz
Solving frequency = 214.408 Hz
Solving frequency = 219.974 Hz
Solving frequency = 203.459 Hz
Solving frequency = 210.571 Hz
Solving frequency = 215.193 Hz
Solving frequency = 215.054 Hz
Solving frequency = 214.041 Hz
Solving frequency = 211.06 Hz
Solving frequency = 207.814 Hz
Solving frequency = 203.791 Hz
Solving frequency = 205.086 Hz
Solving frequency = 204.29 Hz
Solving frequency = 165.153 Hz
Solving frequency = 215.657 Hz
Solving frequency = 229.832 Hz
Solving frequency = 203.957 Hz
Solving frequency = 213.083 Hz
Solving frequency = 254.972 Hz
Solving frequency = 219.01 Hz
Solving frequency = 337.041 Hz
Solving frequency = 203.625 Hz
Solving frequency = 210.793 Hz
Solving frequency = 208.247 Hz
Solving frequency = 362.845 Hz
Solving frequency = 217.817 Hz
Solving frequency = 339.559 Hz
Solving frequency = 244.081 Hz
Solving frequency = 399.042 Hz
Solving frequency = 216.591 Hz
Solving frequency = 331.345 Hz
Solving frequency = 224.316 Hz
Solving frequency = 199.641 Hz
Solving frequency = 206.101 Hz
Solving frequency = 211.954 Hz
Solving frequency = 209.512 Hz
Solving frequency = 207.641 Hz
Solving frequency = 211.282 Hz
Solving frequency = 255.428 Hz
Solving frequency = 200.803 Hz
Solving frequency = 179.953 Hz
Solving frequency = 200.803 Hz
Solving frequency = 205.255 Hz
Solving frequency = 207.211 Hz
Solving frequency = 224.921 Hz
Solving frequency = 204.583 Hz
Solving frequency = 202.061 Hz
Solving frequency = 189 Hz
Solving frequency = 232.558 Hz
Solving frequency = 219.877 Hz
Solving frequency = 215.517 Hz
Solving frequency = 311.333 Hz
Solving frequency = 232.234 Hz
Solving frequency = 354.862 Hz
Solving frequency = 210.349 Hz
Solving frequency = 216.216 Hz
Solving frequency = 215.936 Hz
Solving frequency = 212.993 Hz
Solving frequency = 260.01 Hz
Solving frequency = 217.723 Hz
Solving frequency = 307.882 Hz
Solving frequency = 211.282 Hz
Solving frequency = 290.36 Hz
Solving frequency = 209.864 Hz
Solving frequency = 551.572 Hz
Solving frequency = 226.244 Hz
Solving frequency = 220.167 Hz
Solving frequency = 218.007 Hz
Solving frequency = 202.102 Hz
Solving frequency = 219.925 Hz
Solving frequency = 215.424 Hz
Solving frequency = 215.703 Hz
Solving frequency = 210.172 Hz
Solving frequency = 228.311 Hz
Solving frequency = 433.088 Hz
Solving frequency = 228.938 Hz
Solving frequency = 223.614 Hz
Solving frequency = 229.148 Hz
Solving frequency = 210.04 Hz
Solving frequency = 298.063 Hz
Solving frequency = 234.192 Hz
Solving frequency = 245.218 Hz
Solving frequency = 309.502 Hz
Solving frequency = 209.205 Hz
Solving frequency = 292.398 Hz
Solving frequency = 289.184 Hz
Solving frequency = 231.321 Hz
Solving frequency = 270.416 Hz
Solving frequency = 245.339 Hz
Solving frequency = 301.386 Hz
Solving frequency = 350.508 Hz
Solving frequency = 293.341 Hz
Solving frequency = 287.274 Hz
Solving frequency = 203.666 Hz
Solving frequency = 292.997 Hz
Solving frequency = 204.834 Hz
Solving frequency = 212.766 Hz
Solving frequency = 304.785 Hz
Solving frequency = 204.96 Hz
Solving frequency = 209.161 Hz
Solving frequency = 304.507 Hz
Solving frequency = 320.513 Hz
Solving frequency = 170.097 Hz
Solving frequency = 203.417 Hz
Solving frequency = 218.007 Hz
Solving frequency = 228.258 Hz
Solving frequency = 209.644 Hz
Solving frequency = 209.6 Hz
Solving frequency = 201.45 Hz
Solving frequency = 213.63 Hz
Solving frequency = 224.266 Hz
Solving frequency = 219.491 Hz
Solving frequency = 215.517 Hz
Solving frequency = 208.551 Hz
Solving frequency = 234.907 Hz
Solving frequency = 214.133 Hz
Solving frequency = 224.669 Hz
Solving frequency = 230.734 Hz
Solving frequency = 219.539 Hz
Solving frequency = 385.951 Hz
Solving frequency = 244.559 Hz
Solving frequency = 250.188 Hz
Solving frequency = 244.141 Hz
Solving frequency = 233.1 Hz
Solving frequency = 224.215 Hz
Solving frequency = 213.63 Hz
Solving frequency = 216.873 Hz
Solving frequency = 210.837 Hz
Solving frequency = 216.638 Hz
Solving frequency = 237.473 Hz
Solving frequency = 227.79 Hz
Solving frequency = 223.714 Hz
Solving frequency = 218.675 Hz
Solving frequency = 207.168 Hz
Solving frequency = 215.008 Hz
Solving frequency = 211.73 Hz
Solving frequency = 211.461 Hz
Solving frequency = 213.63 Hz
Solving frequency = 238.209 Hz
Solving frequency = 220.459 Hz
Solving frequency = 211.282 Hz
Solving frequency = 212.495 Hz
Solving frequency = 210.04 Hz
Solving frequency = 213.265 Hz
Solving frequency = 211.282 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
