Solving multi-robot motion planning problem...
Solving frequency = 294.118 Hz
Solving frequency = 423.191 Hz
Solving frequency = 388.35 Hz
Solving frequency = 291.971 Hz
Solving frequency = 256.41 Hz
Solving frequency = 257.334 Hz
Solving frequency = 264.831 Hz
Solving frequency = 250 Hz
Solving frequency = 256.345 Hz
Solving frequency = 253.55 Hz
Solving frequency = 259.202 Hz
Solving frequency = 401.768 Hz
Solving frequency = 260.756 Hz
Solving frequency = 304.507 Hz
Solving frequency = 280.348 Hz
Solving frequency = 306.748 Hz
Solving frequency = 291.715 Hz
Solving frequency = 287.687 Hz
Solving frequency = 287.026 Hz
Solving frequency = 287.191 Hz
Solving frequency = 228.467 Hz
Solving frequency = 291.8 Hz
Solving frequency = 289.939 Hz
Solving frequency = 337.268 Hz
Solving frequency = 282.087 Hz
Solving frequency = 372.717 Hz
Solving frequency = 279.564 Hz
Solving frequency = 300.3 Hz
Solving frequency = 252.334 Hz
Solving frequency = 269.179 Hz
Solving frequency = 261.712 Hz
Solving frequency = 332.336 Hz
Solving frequency = 280.82 Hz
Solving frequency = 270.343 Hz
Solving frequency = 293.427 Hz
Solving frequency = 241.838 Hz
Solving frequency = 256.016 Hz
Solving frequency = 436.491 Hz
Solving frequency = 289.939 Hz
Solving frequency = 292.654 Hz
Solving frequency = 272.926 Hz
Solving frequency = 290.951 Hz
Solving frequency = 243.665 Hz
Solving frequency = 278.629 Hz
Solving frequency = 289.603 Hz
Solving frequency = 423.191 Hz
Solving frequency = 412.201 Hz
Solving frequency = 258.198 Hz
Solving frequency = 406.835 Hz
Solving frequency = 410.846 Hz
Solving frequency = 293.513 Hz
Solving frequency = 396.825 Hz
Solving frequency = 358.938 Hz
Solving frequency = 398.724 Hz
Solving frequency = 267.165 Hz
Solving frequency = 282.965 Hz
Solving frequency = 297.089 Hz
Solving frequency = 235.96 Hz
Solving frequency = 361.664 Hz
Solving frequency = 286.205 Hz
Solving frequency = 287.77 Hz
Solving frequency = 467.071 Hz
Solving frequency = 394.166 Hz
Solving frequency = 459.77 Hz
Solving frequency = 288.351 Hz
Solving frequency = 260.078 Hz
Solving frequency = 256.871 Hz
Solving frequency = 252.653 Hz
Solving frequency = 274.574 Hz
Solving frequency = 266.028 Hz
Solving frequency = 254.194 Hz
Solving frequency = 271.444 Hz
Solving frequency = 253.357 Hz
Solving frequency = 291.8 Hz
Solving frequency = 245.218 Hz
Solving frequency = 287.191 Hz
Solving frequency = 291.29 Hz
Solving frequency = 269.833 Hz
Solving frequency = 325.733 Hz
Solving frequency = 348.554 Hz
Solving frequency = 705.219 Hz
Solving frequency = 382.848 Hz
Solving frequency = 290.276 Hz
Solving frequency = 403.063 Hz
Solving frequency = 299.491 Hz
Solving frequency = 282.326 Hz
Solving frequency = 395.101 Hz
Solving frequency = 284.01 Hz
Solving frequency = 404.04 Hz
Solving frequency = 286.287 Hz
Solving frequency = 405.515 Hz
Solving frequency = 291.886 Hz
Solving frequency = 264.061 Hz
Solving frequency = 280.584 Hz
Solving frequency = 292.483 Hz
Solving frequency = 250 Hz
Solving frequency = 251.953 Hz
Solving frequency = 266.241 Hz
Solving frequency = 261.438 Hz
Solving frequency = 274.499 Hz
Solving frequency = 274.273 Hz
Solving frequency = 373.832 Hz
Solving frequency = 362.845 Hz
Solving frequency = 195.122 Hz
Solving frequency = 208.333 Hz
Solving frequency = 241.838 Hz
Solving frequency = 256.805 Hz
Solving frequency = 291.036 Hz
Solving frequency = 289.771 Hz
Solving frequency = 276.243 Hz
Solving frequency = 304.692 Hz
Solving frequency = 283.046 Hz
Solving frequency = 263.644 Hz
Solving frequency = 220.459 Hz
Solving frequency = 264.34 Hz
Solving frequency = 259.605 Hz
Solving frequency = 245.942 Hz
Solving frequency = 244.439 Hz
Solving frequency = 327.225 Hz
Solving frequency = 260.146 Hz
Solving frequency = 278.629 Hz
No collisions found!
All the vehicles reached their goals!
Writing solution to text file...
Writing goals to text file...
